"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","amino-acid betaine metabolic process","GO:0006577","0.004622070576556849","2.3351634273607655","17","285","5","21354","CROT,BHMT,CPT1A,CRAT,ALDH7A1"
"GO:BP","2-oxoglutarate metabolic process","GO:0006103","0.004622070576556849","2.3351634273607655","17","285","5","21354","TAT,IDH1,GOT1,PHYH,IDH3A"
"GO:BP","cellular response to toxic substance","GO:0097237","0.006931999057288505","2.1591415050196363","115","285","10","21354","PRDX1,ESD,CAT,AKR1A1,ADH5,GSTK1,GSTP1,ALDH2,PRDX6,MGST1"
"GO:BP","glutamate metabolic process","GO:0006536","0.007561125536293346","2.121413551348324","32","285","6","21354","ASL,TAT,GLS2,GOT1,OAT,GLUL"
"GO:BP","urea metabolic process","GO:0019627","0.007736893589063828","2.1114333762586206","9","285","4","21354","ASL,CPS1,ARG1,ASS1"
"GO:BP","nitrogen cycle metabolic process","GO:0071941","0.007736893589063828","2.1114333762586206","9","285","4","21354","ASL,CPS1,ARG1,ASS1"
"GO:BP","cellular detoxification of aldehyde","GO:0110095","0.007736893589063828","2.1114333762586206","9","285","4","21354","ESD,AKR1A1,ADH5,ALDH2"
"GO:BP","aging","GO:0007568","0.007790082781590435","2.1084579272572292","341","285","17","21354","SCP2,ARG1,CAT,ASS1,NAMPT,IDE,GSK3A,EEF1E1,MTOR,GSS,STAT3,PCK1,ILK,EEF2,EEF1A1,KYNU,PICALM"
"GO:BP","regulation of programmed cell death","GO:0043067","0.010040804287014359","1.998231498005527","1617","285","44","21354","CTH,HSPH1,SCP2,HSP90AB1,UBB,ACSL5,ARG1,HSPA8,CBS,GLS2,CAT,GAPDH,GPI,TNFAIP3,RPS3A,NACA,ATOX1,GSK3A,EEF1E1,VDAC1,DDX3X,MTOR,PPP2CA,NAIP2,GBE1,ANXA1,IKBKG,FAM129B,RPS6,ZBP1,SLC25A5,GSTP1,TCP1,LDHA,ILK,SNX6,ACTN4,ALDH2,CCAR2,HSPD1,TGM2,CAPN1,PAK2,IFIT3"
"GO:BP","alcohol catabolic process","GO:0046164","0.010228518597092355","1.990187260881731","51","285","7","21354","GK,SORD,ADH5,HAO1,TPI1,ALDH2,ALDH1A7"
"GO:BP","response to drug","GO:0042493","0.01057422887608898","1.9757512936522297","466","285","20","21354","HSP90AB1,FBP1,CPS1,ARG1,ACSL1,CROT,CAT,ASS1,MAOB,SORD,CYP2D10,CPT1A,STAT3,ANXA1,LDHA,EEF2,PFAS,HSPD1,EEF1A1,MGST1"
"GO:BP","monosaccharide biosynthetic process","GO:0046364","0.01063560451728646","1.9732378201890501","95","285","9","21354","FBP1,GAPDH,GPI,SORD,SDS,PGK1,AKR1A1,PCK1,TPI1"
"GO:BP","protein-containing complex assembly","GO:0065003","0.011269157180652294","1.9481085635882638","1465","285","41","21354","RNF213,CTH,HSPA4,HSP90AB1,ALDOA,MYO1C,GDA,ALDOB,UPB1,SDS,EIF3A,ACTR3,RPLP0,HSP90AA1,FARSB,DDX3X,RPL12,MTOR,ST13,AIMP2,ACACA,SPTAN1,IKBKG,CLTA,GBP5,IQGAP2,HSPA1A,RPSA,PFKL,EIF3D,CKAP5,ARPC5,SAMHD1,ACTR2,UGDH,DHX9,CAPN1,PFKP,VBP1,PSMD13,PICALM"
"GO:BP","programmed cell death","GO:0012501","0.011470524571850485","1.9404167204203864","2009","285","51","21354","PYGL,CTH,HSPH1,SCP2,HSP90AB1,UBB,ACSL5,ARG1,HSPA8,CBS,GLS2,CAT,GAPDH,KRT8,GPI,TNFAIP3,RPS3A,NACA,ATOX1,GSK3A,PKM,EEF1E1,VDAC1,DDX3X,MTOR,PPP2CA,IKBKE,NAIP2,GBE1,AIMP2,ANXA1,IKBKG,FAM129B,RPS6,ZBP1,ELMO3,SLC25A5,GSTP1,TCP1,LDHA,ILK,SNX6,ACTN4,ALDH2,CCAR2,HSPD1,TGM2,CAPN1,UBE4B,PAK2,IFIT3"
"GO:BP","intracellular transport","GO:0046907","0.012545503166643514","1.9015119156076792","1419","285","40","21354","MAP2K2,HEATR5B,HSPA4,SCP2,HSP90AB1,UBB,HACL1,HSPA8,HGS,MYO1C,VPS13C,SEC31A,NACA,ACTR3,GSK3A,MYO1B,TAP1,KIF5B,HSP90AA1,COPB1,ABCE1,PPP2CA,DYNC1H1,STAT3,CLTA,COPG1,NSF,PAFAH1B1,COPA,SNX6,OSBP,ACTR2,ACTN4,AP2A2,DHX9,HSPD1,ANXA2,HSPA9,TRAPPC11,PICALM"
"GO:BP","detoxification","GO:0098754","0.012704942756284856","1.8960272873775328","123","285","10","21354","PRDX1,ESD,CAT,AKR1A1,ADH5,GSTK1,GSTP1,ALDH2,PRDX6,MGST1"
"GO:BP","positive regulation of establishment of protein localization to telomere","GO:1904851","0.012759325587118073","1.894172280280505","10","285","4","21354","CCT6A,CCT5,TCP1,CCT7"
"GO:BP","glycolytic process through glucose-6-phosphate","GO:0061620","0.012759325587118073","1.894172280280505","10","285","4","21354","GPI,ENO1,PFKL,PFKP"
"GO:BP","cellular response to glucagon stimulus","GO:0071377","0.012759325587118073","1.894172280280505","10","285","4","21354","CPS1,ARG1,ASS1,PCK1"
"GO:BP","oxaloacetate metabolic process","GO:0006107","0.012759325587118073","1.894172280280505","10","285","4","21354","ACLY,GOT1,PCK1,MDH1"
"GO:BP","regulation of apoptotic process","GO:0042981","0.013023924211243394","1.8852581396918635","1580","285","43","21354","CTH,HSPH1,SCP2,HSP90AB1,UBB,ACSL5,HSPA8,CBS,GLS2,CAT,GAPDH,GPI,TNFAIP3,RPS3A,NACA,ATOX1,GSK3A,EEF1E1,VDAC1,DDX3X,MTOR,PPP2CA,NAIP2,GBE1,ANXA1,IKBKG,FAM129B,RPS6,ZBP1,SLC25A5,GSTP1,TCP1,LDHA,ILK,SNX6,ACTN4,ALDH2,CCAR2,HSPD1,TGM2,CAPN1,PAK2,IFIT3"
"GO:BP","tetrahydrofolate metabolic process","GO:0046653","0.01454826036843855","1.8371889350324853","21","285","5","21354","PIPOX,ALDH1L1,MTHFD1,GART,ATIC"
"GO:BP","positive regulation of interferon-alpha production","GO:0032727","0.01454826036843855","1.8371889350324853","21","285","5","21354","IFIH1,DDX3X,DDX58,DHX9,HSPD1"
"GO:BP","serine family amino acid metabolic process","GO:0009069","0.015539909064854866","1.8085515268959342","36","285","6","21354","CTH,CBS,MTHFD1,BAAT,SDS,GART"
"GO:BP","heterocycle metabolic process","GO:0046483","0.017062436213923667","1.7679589591751836","5587","285","108","21354","RARS,STAT1,MAP2K2,VARS,KARS,ACLY,CTH,SCP2,RPL7A,HSP90AB1,FBP1,PIPOX,ALDH1L1,ACSL5,CPS1,HSPA8,AHCY,PAPSS2,FASN,SND1,ALDOA,ACSL1,GDA,CROT,ALDOB,EPHX2,UOX,CAT,GAPDH,BPGM,GPI,EHHADH,NAMPT,MTHFD1,BAAT,UPB1,EPRS,TNFAIP3,NACA,HSD17B4,AOX3,CTPS2,ENO1,PGM3,ACTR3,GSK3A,PKM,GART,ZCCHC6,HSP90AA1,XDH,FARSB,ASPDH,SETD3,UBR2,DDX3X,ABCE1,MTOR,CCT6A,PGK1,WDR61,PPP2CA,IARS,OASL2,PGAM1,DARS,OAS3,ACACA,STAT3,IKBKG,ACNAT1,PCK1,DPYS,FAM129B,DDX58,RPS6,ADK,SMARCD2,LARS,BABAM1,CCT5,OAT,TPI1,HSPA1A,PFKL,TCP1,ILK,ATIC,NARS,SNX6,SAMHD1,XRN1,RPS8,ACTR2,ACTN4,UGDH,DHX9,CCAR2,ACNAT2,PFAS,HSPD1,PFKP,KYNU,ZNFX1,CCT7,PYCRL,PICALM,CTPS1"
"GO:BP","purine nucleobase metabolic process","GO:0006144","0.018622316012328655","1.7299663078431102","22","285","5","21354","GDA,UOX,AOX3,GART,XDH"
"GO:BP","glycerol metabolic process","GO:0006071","0.018622316012328655","1.7299663078431102","22","285","5","21354","MYOF,GK,GOT1,PCK1,TPI1"
"GO:BP","positive regulation of response to cytokine stimulus","GO:0060760","0.01935611936908006","1.7131817082635103","56","285","7","21354","IFIH1,IKBKE,DDX58,ZBP1,PAFAH1B1,DHX9,IRGM1"
"GO:BP","regulation of establishment of protein localization to telomere","GO:0070203","0.019839768747793352","1.7024633942858012","11","285","4","21354","CCT6A,CCT5,TCP1,CCT7"
"GO:BP","regulation of organelle organization","GO:0033043","0.020046699102553855","1.6979571282590167","1188","285","35","21354","MAP2K2,HSPH1,MYO1C,GDA,VPS13C,ENO1,ACTR3,GSK3A,KIF5B,VDAC1,ATXN2L,MTOR,CCT6A,ANAPC7,WDR61,DYNC1H1,SPTAN1,ANXA1,IQGAP2,CCT5,PAFAH1B1,SLC25A5,HSPA1A,TCP1,ILK,CKAP5,ARPC5,ACTR2,WDR1,VDAC3,ANXA2,CAPN1,PAK2,IRGM1,CCT7"
"GO:BP","regulation of response to cytokine stimulus","GO:0060759","0.0207887261826392","1.6821721210003862","130","285","10","21354","HSP90AB1,ARG1,IFIH1,IKBKE,DDX58,ZBP1,PAFAH1B1,SAMHD1,DHX9,IRGM1"
"GO:BP","response to nutrient levels","GO:0031667","0.02080923340945796","1.6817439184512533","530","285","21","21354","CPS1,ARG1,AHCY,CBS,ACSL1,CAT,ASS1,NAMPT,SORD,CPT1A,MTOR,GSS,SZT2,PCK1,LARS,WIPI2,GSTP1,LDHA,EEF2,GLUL,KYNU"
"GO:BP","positive regulation of protein polymerization","GO:0032273","0.023789108493074355","1.623621833027597","132","285","10","21354","MYO1C,GDA,ACTR3,HSP90AA1,MTOR,IQGAP2,HSPA1A,CKAP5,ARPC5,ACTR2"
"GO:BP","positive regulation of cellular component organization","GO:0051130","0.027601274769528117","1.5590708595077198","1206","285","35","21354","MAP2K2,PPP3CC,MYO1C,GDA,VPS13C,ACTR3,GSK3A,KIF5B,HSP90AA1,VDAC1,DDX3X,MTOR,CCT6A,ANAPC7,WDR61,DYNC1H1,ANXA1,GBP5,IQGAP2,CCT5,PAFAH1B1,HSPA1A,TCP1,ILK,CKAP5,ARPC5,ACTR2,ACTN4,WDR1,EEF1A1,ANXA2,IRGM1,CCT7,RPL4,PICALM"
"GO:BP","glucose 6-phosphate metabolic process","GO:0051156","0.02940685290431252","1.531551450821851","24","285","5","21354","GPI,TALDO1,TKT,SHPK,PGAM1"
"GO:BP","regulation of establishment of protein localization to chromosome","GO:0070202","0.029447199945092012","1.5309559948058817","12","285","4","21354","CCT6A,CCT5,TCP1,CCT7"
"GO:BP","primary alcohol catabolic process","GO:0034310","0.029447199945092012","1.5309559948058817","12","285","4","21354","ADH5,HAO1,ALDH2,ALDH1A7"
"GO:BP","monocarboxylic acid biosynthetic process","GO:0072330","0.02993546053810825","1.5238140561212492","197","285","12","21354","ACLY,FASN,BAAT,SDS,PKM,AMACR,ACACA,ANXA1,ALDH8A1,GSTP1,LDHA,PECR"
"GO:BP","defense response to other organism","GO:0098542","0.033610825481780376","1.4735208211282707","1166","285","34","21354","HSP90AB1,ARG1,PRDX1,GBP2,MYO1C,GAPDH,ASS1,H2-K1,EPRS,ISG15,TNFAIP3,IFIH1,SERPINB1A,ACTR3,TAP1,KIF5B,IIGP1,DDX3X,OASL2,IKBKE,NAIP2,OAS3,IFIT1,ANXA1,GBP5,DDX58,ZBP1,WIPI2,SAMHD1,ACTR2,PTPN6,KYNU,IFIT3,IRGM1"
"GO:BP","nucleobase-containing compound metabolic process","GO:0006139","0.03404201797472307","1.4679847033080595","5468","285","105","21354","RARS,STAT1,MAP2K2,VARS,KARS,ACLY,CTH,SCP2,RPL7A,HSP90AB1,FBP1,PIPOX,ACSL5,CPS1,HSPA8,AHCY,PAPSS2,FASN,SND1,ALDOA,ACSL1,GDA,CROT,ALDOB,UOX,CAT,GAPDH,BPGM,GPI,EHHADH,NAMPT,MTHFD1,BAAT,UPB1,EPRS,TNFAIP3,NACA,HSD17B4,AOX3,CTPS2,ENO1,PGM3,ACTR3,GSK3A,PKM,GART,ZCCHC6,HSP90AA1,XDH,FARSB,ASPDH,SETD3,UBR2,DDX3X,ABCE1,MTOR,CCT6A,PGK1,WDR61,PPP2CA,IARS,OASL2,PGAM1,DARS,OAS3,ACACA,STAT3,IKBKG,ACNAT1,PCK1,DPYS,FAM129B,DDX58,RPS6,ADK,SMARCD2,LARS,BABAM1,CCT5,TPI1,HSPA1A,PFKL,TCP1,ILK,ATIC,NARS,SNX6,SAMHD1,XRN1,RPS8,ACTR2,ACTN4,UGDH,DHX9,CCAR2,ACNAT2,PFAS,HSPD1,PFKP,KYNU,ZNFX1,CCT7,PYCRL,PICALM,CTPS1"
"GO:BP","pyrimidine-containing compound metabolic process","GO:0072527","0.03439922729562162","1.4634513128068622","61","285","7","21354","CPS1,UPB1,CTPS2,MTOR,DPYS,PYCRL,CTPS1"
"GO:BP","supramolecular fiber organization","GO:0097435","0.035564543900201674","1.4489827565681483","729","285","25","21354","EPPK1,HSP90AB1,HSPA8,MYO1C,GDA,KRT8,ACTR3,MYO1B,CAP1,MTOR,DYNC1H1,SPTAN1,ELMO3,IQGAP2,PAFAH1B1,HSPA1A,ILK,CKAP5,ARPC5,ACTR2,ACTN4,WDR1,ANXA2,CAPN1,PAK2"
"GO:BP","response to hormone","GO:0009725","0.036834689431318866","1.4337429875121803","921","285","29","21354","ME1,CPS1,ARG1,TAT,ACSL1,MYO1C,ALDOB,CAT,ASS1,GPI,IDH1,EPRS,VPS13C,MAOB,SORD,GOT1,GSK3A,PKM,MTOR,NAIP2,ACACA,STAT3,ANXA1,PCK1,GSTP1,LDHA,HSPD1,ANXA2,CAPN1"
"GO:BP","liver development","GO:0001889","0.0410967492019509","1.3861925299363551","171","285","11","21354","ASL,CPS1,ARG1,ASS1,BAAT,UPB1,TNFAIP3,PKM,CPT1A,ANXA1,PCK1"
"GO:BP","cellular carbohydrate metabolic process","GO:0044262","0.04136434199457708","1.3833738798437296","310","285","15","21354","PYGL,MYOF,GK,FBP1,FGGY,IDH1,SORD,GOT1,GSK3A,MTOR,PGAM1,GBE1,STAT3,PCK1,TPI1"
"GO:BP","biological process involved in symbiotic interaction","GO:0044403","0.041992574617880404","1.376827497401584","388","285","17","21354","HSP90AB1,ARG1,HSPA8,GBP2,GAPDH,ISG15,EIF3A,DDX3X,OASL2,OAS3,ZBP1,TCP1,EIF3D,DHX9,HSPD1,ANXA2,IRGM1"
"GO:BP","dicarboxylic acid biosynthetic process","GO:0043650","0.04208844621668833","1.3758371068481763","13","285","4","21354","GLS2,MTHFD1,GOT1,KYNU"
"GO:BP","positive regulation of protein localization to chromosome, telomeric region","GO:1904816","0.04208844621668833","1.3758371068481763","13","285","4","21354","CCT6A,CCT5,TCP1,CCT7"
"GO:BP","fructose metabolic process","GO:0006000","0.04208844621668833","1.3758371068481763","13","285","4","21354","FBP1,ALDOA,ALDOB,SORD"
"GO:BP","folic acid-containing compound metabolic process","GO:0006760","0.04452665380998686","1.351379940989642","26","285","5","21354","PIPOX,ALDH1L1,MTHFD1,GART,ATIC"
"GO:BP","regulation of interferon-alpha production","GO:0032647","0.04452665380998686","1.351379940989642","26","285","5","21354","IFIH1,DDX3X,DDX58,DHX9,HSPD1"
"GO:BP","cellular nitrogen compound biosynthetic process","GO:0044271","0.04454856392794292","1.3511662913627376","4705","285","93","21354","RARS,STAT1,MAP2K2,RPS27A,VARS,KARS,ACLY,CTH,HSP90AB1,FBP1,ASL,ACSL5,CPS1,ARG1,HSPA8,PAPSS2,ALDOA,ACSL1,ACO1,CAT,GAPDH,ASS1,NAMPT,MTHFD1,EPRS,TNFAIP3,RPS3A,NACA,CTPS2,ENO1,EIF3A,PGM3,ACTR3,GSK3A,PKM,RPLP0,GART,HSP90AA1,EEF1E1,FARSB,ASPDH,SETD3,UBR2,DDX3X,ABCE1,RPL12,MTOR,CCT6A,WDR61,PPP2CA,IARS,OASL2,ALDH7A1,EEF1G,DARS,AIMP2,ACACA,GSS,STAT3,IKBKG,PCK1,FAM129B,DDX58,RPS6,ADK,SMARCD2,LARS,CCT5,HSPA1A,RPSA,TCP1,EIF3D,ILK,ATIC,NARS,SNX6,SAMHD1,XRN1,RPS8,ACTR2,EEF2,ACTN4,UGDH,DHX9,CCAR2,PFAS,EEF1A1,KYNU,ZNFX1,CCT7,RPL4,PICALM,CTPS1"
"GO:BP","response to metal ion","GO:0010038","0.04483167106479785","1.3484150728519226","390","285","17","21354","FBP1,CPS1,ARG1,TAT,ACO1,ALDOB,CAT,ASS1,GPI,MAOB,SORD,SEC31A,GOT1,GSK3A,XDH,PPP2CA,GSS"
"GO:BP","pentose-phosphate shunt, non-oxidative branch","GO:0009052","0.048049338796062956","1.3183125842534387","5","285","3","21354","TALDO1,TKT,SHPK"
"GO:BP","tyrosine catabolic process","GO:0006572","0.048049338796062956","1.3183125842534387","5","285","3","21354","TAT,HPD,HGD"
"GO:BP","transsulfuration","GO:0019346","0.048049338796062956","1.3183125842534387","5","285","3","21354","CTH,CBS,MTHFD1"
"GO:BP","homoserine metabolic process","GO:0009092","0.048049338796062956","1.3183125842534387","5","285","3","21354","CTH,CBS,MTHFD1"
"GO:BP","hepaticobiliary system development","GO:0061008","0.04831833829281005","1.3158880098726946","174","285","11","21354","ASL,CPS1,ARG1,ASS1,BAAT,UPB1,TNFAIP3,PKM,CPT1A,ANXA1,PCK1"
"GO:CC","cytoplasm","GO:0005737","3.3597838822163326e-64","63.473688657663594","11132","279","272","21259","RNF213,PYGL,RARS,MYH9,STAT1,MAP2K2,RPS27A,VARS,ECI2,KARS,ACLY,CTH,EPPK1,HEATR5B,PXK,GVIN1,MYOF,GK,HSPH1,HSPA4,RANBP9,PPP3CC,SCP2,RPL7A,HSP90AB1,UBB,ME1,HACL1,FBP1,PIPOX,ASL,ALDH1L1,ACSL5,CPS1,ARG1,HSPA8,AHCY,FASN,CBS,TAT,SND1,PRDX1,ALDOA,GBP2,HGS,GMPPA,GLS2,ACSL1,SELENBP1,ACO1,MYO1C,ESD,ACOX1,CROT,SEC14L2,ALDOB,EPHX2,UOX,CAT,GAPDH,ASS1,KRT8,GPI,H2-K1,IDH1,EHHADH,PGM1,NAMPT,TALDO1,MTHFD1,BAAT,UPB1,EPRS,VPS13C,MAOB,ACAD11,SORD,ISG15,TNFAIP3,SEC31A,USP19,RPS3A,NACA,HSD17B4,TKT,CYP2D10,ECH1,AOX3,ATOX1,IDE,SHPK,SDS,IFIH1,CTPS2,FMO1,ENO1,EIF3A,BHMT,GOT1,SERPINB1A,ACTR3,GSK3A,PKM,MYO1B,METAP2,DPP9,TAP1,RPLP0,FNDC3A,FAM120A,GART,KIF5B,ZCCHC6,CAP1,HSP90AA1,AMACR,IIGP1,EEF1E1,VDAC1,CLUH,XDH,FARSB,ACOX2,COPB1,SETD3,ATXN2L,UBR2,DDX3X,CPT1A,ABCE1,RPL12,CRAT,MTOR,CCT6A,ECHS1,GAPVD1,CYP17A1,PGK1,ANAPC7,WDR61,PPP2CA,AKR1A1,PBLD2,IARS,OASL2,IKBKE,NAIP2,DYNC1H1,ACOX3,PGAM1,ALDH7A1,EEF1G,PPA1,GBE1,ST13,DARS,ACAA1A,OAS3,AIMP2,TRIM56,IFIT1,ACACA,ESYT1,UBA1,ACTB,GSS,HSPA4L,STAT3,SPTAN1,S100A6,ANXA1,IKBKG,PHYH,CLTA,SZT2,ACNAT1,PCK1,CLIC1,COPG1,DPYS,FAM129B,GBP5,DDX58,RPS6,ADK,NSF,ADH5,PSMB1,HAO1,ZBP1,GSTK1,LAP3,SDSL,ELMO3,LARS,ALDH8A1,WIPI2,IQGAP2,BABAM1,HSDL2,CCT5,PAFAH1B1,SLC25A5,OAT,GSTP1,TPI1,HSPA1A,RPSA,PFKL,TCP1,LDHA,EIF3D,ILK,CKAP5,ATIC,ARPC5,COPA,NARS,SNX6,OSBP,XRN1,ATP6V1B2,RPS8,ACTR2,EEF2,ACTN4,PITPNA,CBR1,ALDH2,AP2A2,GLUL,WDR1,UGDH,DHX9,AOX1,IDH3A,CCAR2,ACNAT2,VDAC3,PFAS,HSPD1,PITPNB,CTNND1,PTPN6,TGM2,EEF1A1,ANXA2,CAPN1,DNPEP,PFKP,UBE4B,KYNU,PECR,PAK2,IFIT3,IRGM1,CCT7,VBP1,HPD,HSPA9,MDH1,HGD,TRAPPC11,PSMD13,PYCRL,PSMD12,RPL4,PICALM,ALDH1A7,MGST1,CTPS1,USP5"
"GO:CC","cytosol","GO:0005829","6.704302286752194e-57","56.17364641226132","3793","279","171","21259","RNF213,RARS,MYH9,MAP2K2,RPS27A,VARS,KARS,ACLY,CTH,HEATR5B,PXK,HSPH1,HSPA4,PPP3CC,SCP2,RPL7A,HSP90AB1,UBB,ME1,FBP1,ALDH1L1,ARG1,HSPA8,AHCY,FASN,SND1,PRDX1,ALDOA,GBP2,HGS,SELENBP1,ACO1,MYO1C,ESD,ACOX1,SEC14L2,ALDOB,EPHX2,UOX,CAT,GAPDH,ASS1,GPI,IDH1,EHHADH,PGM1,NAMPT,TALDO1,MTHFD1,BAAT,EPRS,VPS13C,ISG15,SEC31A,USP19,RPS3A,AOX3,ATOX1,IDE,SHPK,SDS,ENO1,EIF3A,BHMT,GOT1,GSK3A,PKM,METAP2,DPP9,RPLP0,FNDC3A,FAM120A,GART,KIF5B,ZCCHC6,CAP1,HSP90AA1,EEF1E1,XDH,ACOX2,COPB1,ATXN2L,DDX3X,ABCE1,RPL12,MTOR,CCT6A,GAPVD1,PGK1,WDR61,PPP2CA,AKR1A1,IARS,OASL2,NAIP2,PGAM1,ALDH7A1,PPA1,ST13,DARS,OAS3,AIMP2,IFIT1,ACACA,UBA1,ACTB,GSS,HSPA4L,STAT3,S100A6,ANXA1,IKBKG,PCK1,COPG1,DPYS,FAM129B,DDX58,RPS6,ADK,NSF,ADH5,PSMB1,ZBP1,LAP3,LARS,WIPI2,BABAM1,CCT5,PAFAH1B1,GSTP1,TPI1,HSPA1A,RPSA,PFKL,TCP1,LDHA,ILK,ATIC,NARS,SNX6,OSBP,XRN1,ATP6V1B2,RPS8,ACTR2,EEF2,ACTN4,PITPNA,GLUL,UGDH,AOX1,HSPD1,CTNND1,PTPN6,TGM2,EEF1A1,ANXA2,CAPN1,DNPEP,PFKP,KYNU,PAK2,IFIT3,CCT7,VBP1,MDH1,PSMD13,PYCRL,RPL4,CTPS1,USP5"
"GO:CC","intracellular anatomical structure","GO:0005622","3.1127690302518457e-40","39.5068531030915","14212","279","275","21259","RNF213,PYGL,RARS,MYH9,STAT1,MAP2K2,RPS27A,VARS,ECI2,KARS,ACLY,CTH,EPPK1,HEATR5B,PXK,GVIN1,MYOF,GK,HSPH1,HSPA4,RANBP9,PPP3CC,SCP2,RPL7A,HSP90AB1,UBB,ME1,HACL1,FBP1,PIPOX,ASL,ALDH1L1,ACSL5,CPS1,ARG1,HSPA8,AHCY,FASN,CBS,TAT,SND1,PRDX1,ALDOA,GBP2,HGS,GMPPA,GLS2,ACSL1,SELENBP1,ACO1,MYO1C,ESD,ACOX1,CROT,SEC14L2,ALDOB,EPHX2,UOX,CAT,GAPDH,ASS1,KRT8,GPI,H2-K1,IDH1,EHHADH,PGM1,NAMPT,TALDO1,MTHFD1,BAAT,UPB1,EPRS,VPS13C,MAOB,ACAD11,SORD,ISG15,TNFAIP3,SEC31A,USP19,RPS3A,NACA,HSD17B4,TKT,CYP2D10,ECH1,AOX3,ATOX1,IDE,SHPK,SDS,IFIH1,CTPS2,FMO1,ENO1,EIF3A,BHMT,GOT1,SERPINB1A,ACTR3,GSK3A,PKM,MYO1B,METAP2,DPP9,TAP1,RPLP0,FNDC3A,FAM120A,GART,KIF5B,ZCCHC6,CAP1,HSP90AA1,AMACR,IIGP1,EEF1E1,VDAC1,CLUH,XDH,FARSB,ACOX2,COPB1,SETD3,ATXN2L,UBR2,DDX3X,CPT1A,ABCE1,RPL12,CRAT,MTOR,CCT6A,ECHS1,GAPVD1,CYP17A1,PGK1,ANAPC7,WDR61,PPP2CA,AKR1A1,PBLD2,IARS,OASL2,IKBKE,NAIP2,DYNC1H1,ACOX3,PGAM1,ALDH7A1,EEF1G,PPA1,GBE1,ST13,DARS,ACAA1A,OAS3,AIMP2,TRIM56,IFIT1,ACACA,ESYT1,UBA1,ACTB,GSS,HSPA4L,STAT3,SPTAN1,S100A6,ANXA1,IKBKG,PHYH,CLTA,SZT2,ACNAT1,PCK1,CLIC1,COPG1,DPYS,FAM129B,GBP5,DDX58,RPS6,ADK,NSF,ADH5,PSMB1,HAO1,ZBP1,GSTK1,LAP3,SMARCD2,SDSL,ELMO3,LARS,ALDH8A1,WIPI2,IQGAP2,BABAM1,HSDL2,CCT5,PAFAH1B1,SLC25A5,OAT,GSTP1,TPI1,HSPA1A,RPSA,PFKL,TCP1,LDHA,EIF3D,ILK,CKAP5,ATIC,ARPC5,COPA,NARS,SNX6,SAMHD1,OSBP,XRN1,ATP6V1B2,RPS8,ACTR2,EEF2,ACTN4,PITPNA,CBR1,ALDH2,AP2A2,GLUL,WDR1,UGDH,DHX9,AOX1,IDH3A,CCAR2,ACNAT2,VDAC3,PFAS,HSPD1,PITPNB,CTNND1,PTPN6,TGM2,EEF1A1,ANXA2,CAPN1,DNPEP,PFKP,UBE4B,KYNU,PECR,ZNFX1,PAK2,IFIT3,IRGM1,CCT7,VBP1,HPD,HSPA9,MDH1,HGD,TRAPPC11,PSMD13,PYCRL,PSMD12,RPL4,PICALM,ALDH1A7,MGST1,CTPS1,USP5"
"GO:CC","microbody","GO:0042579","2.2636157554454286e-31","30.645197291906175","150","279","35","21259","ECI2,SCP2,HACL1,PIPOX,PRDX1,ACSL1,ACOX1,CROT,EPHX2,UOX,CAT,IDH1,EHHADH,BAAT,ACAD11,HSD17B4,TKT,ECH1,IDE,AMACR,XDH,ACOX2,CRAT,ACOX3,ACAA1A,PHYH,SZT2,ACNAT1,HAO1,GSTK1,HSDL2,ACNAT2,HSPD1,PECR,MGST1"
"GO:CC","peroxisome","GO:0005777","2.2636157554454286e-31","30.645197291906175","150","279","35","21259","ECI2,SCP2,HACL1,PIPOX,PRDX1,ACSL1,ACOX1,CROT,EPHX2,UOX,CAT,IDH1,EHHADH,BAAT,ACAD11,HSD17B4,TKT,ECH1,IDE,AMACR,XDH,ACOX2,CRAT,ACOX3,ACAA1A,PHYH,SZT2,ACNAT1,HAO1,GSTK1,HSDL2,ACNAT2,HSPD1,PECR,MGST1"
"GO:CC","mitochondrion","GO:0005739","5.092288508060595e-29","28.29308699898751","1845","279","93","21259","RARS,MAP2K2,VARS,ECI2,KARS,ACLY,GK,HSPA4,SCP2,HSP90AB1,UBB,ME1,ASL,ALDH1L1,ACSL5,CPS1,ARG1,FASN,TAT,SND1,PRDX1,ALDOA,GLS2,ACSL1,ACO1,ACOX1,CROT,UOX,CAT,GAPDH,ASS1,IDH1,EHHADH,MTHFD1,VPS13C,MAOB,ACAD11,SORD,HSD17B4,ECH1,IDE,SDS,CTPS2,GSK3A,PKM,TAP1,HSP90AA1,AMACR,VDAC1,CPT1A,ABCE1,CRAT,MTOR,ECHS1,CYP17A1,IKBKE,ACOX3,ALDH7A1,ACAA1A,ACACA,UBA1,STAT3,ANXA1,PHYH,PCK1,CLIC1,ADH5,GSTK1,LAP3,SDSL,HSDL2,SLC25A5,OAT,GSTP1,HSPA1A,LDHA,ATIC,NARS,ALDH2,GLUL,IDH3A,CCAR2,VDAC3,HSPD1,TGM2,CAPN1,KYNU,PECR,IFIT3,CCT7,HSPA9,MDH1,MGST1"
